Threatened species,Year,Series,Value
Mexico,2020,Threatened Species: Total (number),1656
Micronesia (Fed. States of),2004,Threatened Species: Vertebrates (number),22
Micronesia (Fed. States of),2010,Threatened Species: Vertebrates (number),35
Micronesia (Fed. States of),2016,Threatened Species: Vertebrates (number),48
Micronesia (Fed. States of),2017,Threatened Species: Vertebrates (number),49
Micronesia (Fed. States of),2018,Threatened Species: Vertebrates (number),50
Micronesia (Fed. States of),2019,Threatened Species: Vertebrates (number),49
Micronesia (Fed. States of),2020,Threatened Species: Vertebrates (number),49
Micronesia (Fed. States of),2004,Threatened Species: Invertebrates (number),4
Micronesia (Fed. States of),2010,Threatened Species: Invertebrates (number),108
Micronesia (Fed. States of),2016,Threatened Species: Invertebrates (number),115
Micronesia (Fed. States of),2017,Threatened Species: Invertebrates (number),114
Micronesia (Fed. States of),2018,Threatened Species: Invertebrates (number),114
Micronesia (Fed. States of),2019,Threatened Species: Invertebrates (number),114
Micronesia (Fed. States of),2020,Threatened Species: Invertebrates (number),116
Micronesia (Fed. States of),2004,Threatened Species: Plants (number),4
Micronesia (Fed. States of),2010,Threatened Species: Plants (number),5
Micronesia (Fed. States of),2016,Threatened Species: Plants (number),4
Micronesia (Fed. States of),2017,Threatened Species: Plants (number),4
Micronesia (Fed. States of),2018,Threatened Species: Plants (number),4
Micronesia (Fed. States of),2019,Threatened Species: Plants (number),5
Micronesia (Fed. States of),2020,Threatened Species: Plants (number),5
Micronesia (Fed. States of),2004,Threatened Species: Total (number),30
Micronesia (Fed. States of),2010,Threatened Species: Total (number),148
Micronesia (Fed. States of),2016,Threatened Species: Total (number),167
Micronesia (Fed. States of),2017,Threatened Species: Total (number),167
Micronesia (Fed. States of),2018,Threatened Species: Total (number),168
Micronesia (Fed. States of),2019,Threatened Species: Total (number),168
Micronesia (Fed. States of),2020,Threatened Species: Total (number),170
Monaco,2004,Threatened Species: Vertebrates (number),9
Monaco,2010,Threatened Species: Vertebrates (number),11
Monaco,2016,Threatened Species: Vertebrates (number),17
Monaco,2017,Threatened Species: Vertebrates (number),18
Monaco,2018,Threatened Species: Vertebrates (number),18
Monaco,2019,Threatened Species: Vertebrates (number),19
Monaco,2020,Threatened Species: Vertebrates (number),28
Monaco,2004,Threatened Species: Invertebrates (number),0
Monaco,2010,Threatened Species: Invertebrates (number),0
Monaco,2016,Threatened Species: Invertebrates (number),3
Monaco,2017,Threatened Species: Invertebrates (number),3
Monaco,2018,Threatened Species: Invertebrates (number),3
Monaco,2019,Threatened Species: Invertebrates (number),3
Monaco,2020,Threatened Species: Invertebrates (number),4
Monaco,2004,Threatened Species: Plants (number),0
Monaco,2010,Threatened Species: Plants (number),0
Monaco,2016,Threatened Species: Plants (number),0
Monaco,2017,Threatened Species: Plants (number),0
Monaco,2018,Threatened Species: Plants (number),1
Monaco,2019,Threatened Species: Plants (number),2
Monaco,2020,Threatened Species: Plants (number),2
Monaco,2004,Threatened Species: Total (number),9
Monaco,2010,Threatened Species: Total (number),11
Monaco,2016,Threatened Species: Total (number),20
Monaco,2017,Threatened Species: Total (number),21
Monaco,2018,Threatened Species: Total (number),22
Monaco,2019,Threatened Species: Total (number),24
Monaco,2020,Threatened Species: Total (number),34
Mongolia,2004,Threatened Species: Vertebrates (number),36
Mongolia,2010,Threatened Species: Vertebrates (number),33
Mongolia,2016,Threatened Species: Vertebrates (number),37
Mongolia,2017,Threatened Species: Vertebrates (number),38
Mongolia,2018,Threatened Species: Vertebrates (number),37
Mongolia,2019,Threatened Species: Vertebrates (number),37
Mongolia,2020,Threatened Species: Vertebrates (number),37
Mongolia,2004,Threatened Species: Invertebrates (number),3
Mongolia,2010,Threatened Species: Invertebrates (number),3
Mongolia,2016,Threatened Species: Invertebrates (number),3
Mongolia,2017,Threatened Species: Invertebrates (number),3
Mongolia,2018,Threatened Species: Invertebrates (number),3
Mongolia,2019,Threatened Species: Invertebrates (number),3
Mongolia,2020,Threatened Species: Invertebrates (number),3
Mongolia,2004,Threatened Species: Plants (number),0
Mongolia,2010,Threatened Species: Plants (number),0
Mongolia,2016,Threatened Species: Plants (number),0
Mongolia,2017,Threatened Species: Plants (number),0
Mongolia,2018,Threatened Species: Plants (number),0
Mongolia,2019,Threatened Species: Plants (number),2
Mongolia,2020,Threatened Species: Plants (number),3
Mongolia,2004,Threatened Species: Total (number),39
Mongolia,2010,Threatened Species: Total (number),36
Mongolia,2016,Threatened Species: Total (number),40
Mongolia,2017,Threatened Species: Total (number),41
Mongolia,2018,Threatened Species: Total (number),40
Mongolia,2019,Threatened Species: Total (number),42
Mongolia,2020,Threatened Species: Total (number),43
Montenegro,2010,Threatened Species: Vertebrates (number),44
Montenegro,2016,Threatened Species: Vertebrates (number),57
Montenegro,2017,Threatened Species: Vertebrates (number),57
Montenegro,2018,Threatened Species: Vertebrates (number),56
Montenegro,2019,Threatened Species: Vertebrates (number),55
Montenegro,2020,Threatened Species: Vertebrates (number),60
Montenegro,2010,Threatened Species: Invertebrates (number),28
Montenegro,2016,Threatened Species: Invertebrates (number),35
Montenegro,2017,Threatened Species: Invertebrates (number),39
Montenegro,2018,Threatened Species: Invertebrates (number),42
Montenegro,2019,Threatened Species: Invertebrates (number),42
Montenegro,2020,Threatened Species: Invertebrates (number),43
Montenegro,2010,Threatened Species: Plants (number),0
Montenegro,2016,Threatened Species: Plants (number),2
Montenegro,2017,Threatened Species: Plants (number),2
Montenegro,2018,Threatened Species: Plants (number),3
Montenegro,2019,Threatened Species: Plants (number),7
Montenegro,2020,Threatened Species: Plants (number),10
Montenegro,2010,Threatened Species: Total (number),72
Montenegro,2016,Threatened Species: Total (number),94
Montenegro,2017,Threatened Species: Total (number),98
Montenegro,2018,Threatened Species: Total (number),101
Montenegro,2019,Threatened Species: Total (number),104
Montenegro,2020,Threatened Species: Total (number),113
Montserrat,2004,Threatened Species: Vertebrates (number),18
Montserrat,2010,Threatened Species: Vertebrates (number),21
Montserrat,2016,Threatened Species: Vertebrates (number),36
Montserrat,2017,Threatened Species: Vertebrates (number),38
Montserrat,2018,Threatened Species: Vertebrates (number),39
Montserrat,2019,Threatened Species: Vertebrates (number),42
Montserrat,2020,Threatened Species: Vertebrates (number),44
Montserrat,2004,Threatened Species: Invertebrates (number),0
Montserrat,2010,Threatened Species: Invertebrates (number),11
Montserrat,2016,Threatened Species: Invertebrates (number),11
Montserrat,2017,Threatened Species: Invertebrates (number),11
Montserrat,2018,Threatened Species: Invertebrates (number),11
Montserrat,2019,Threatened Species: Invertebrates (number),11
Montserrat,2020,Threatened Species: Invertebrates (number),11
Montserrat,2004,Threatened Species: Plants (number),3
Montserrat,2010,Threatened Species: Plants (number),3
Montserrat,2016,Threatened Species: Plants (number),6
Montserrat,2017,Threatened Species: Plants (number),6
Montserrat,2018,Threatened Species: Plants (number),6
Montserrat,2019,Threatened Species: Plants (number),6
Montserrat,2020,Threatened Species: Plants (number),7
Montserrat,2004,Threatened Species: Total (number),21
Montserrat,2010,Threatened Species: Total (number),35
Montserrat,2016,Threatened Species: Total (number),53
Montserrat,2017,Threatened Species: Total (number),55
Montserrat,2018,Threatened Species: Total (number),56
Montserrat,2019,Threatened Species: Total (number),59
Montserrat,2020,Threatened Species: Total (number),62
Morocco,2004,Threatened Species: Vertebrates (number),40
Morocco,2010,Threatened Species: Vertebrates (number),86
Morocco,2016,Threatened Species: Vertebrates (number),101
Morocco,2017,Threatened Species: Vertebrates (number),103
Morocco,2018,Threatened Species: Vertebrates (number),105
Morocco,2019,Threatened Species: Vertebrates (number),103
Morocco,2020,Threatened Species: Vertebrates (number),106
Morocco,2004,Threatened Species: Invertebrates (number),8
Morocco,2010,Threatened Species: Invertebrates (number),40
Morocco,2016,Threatened Species: Invertebrates (number),60
Morocco,2017,Threatened Species: Invertebrates (number),66
Morocco,2018,Threatened Species: Invertebrates (number),69
Morocco,2019,Threatened Species: Invertebrates (number),69
Morocco,2020,Threatened Species: Invertebrates (number),71
Morocco,2004,Threatened Species: Plants (number),2
Morocco,2010,Threatened Species: Plants (number),31
Morocco,2016,Threatened Species: Plants (number),38
Morocco,2017,Threatened Species: Plants (number),38
Morocco,2018,Threatened Species: Plants (number),49
Morocco,2019,Threatened Species: Plants (number),55
Morocco,2020,Threatened Species: Plants (number),61
Morocco,2004,Threatened Species: Total (number),50
Morocco,2010,Threatened Species: Total (number),157
Morocco,2016,Threatened Species: Total (number),199
Morocco,2017,Threatened Species: Total (number),207
Morocco,2018,Threatened Species: Total (number),223
Morocco,2019,Threatened Species: Total (number),227
Morocco,2020,Threatened Species: Total (number),238
Mozambique,2004,Threatened Species: Vertebrates (number),64
Mozambique,2010,Threatened Species: Vertebrates (number),98
Mozambique,2016,Threatened Species: Vertebrates (number),127
Mozambique,2017,Threatened Species: Vertebrates (number),129
Mozambique,2018,Threatened Species: Vertebrates (number),132
Mozambique,2019,Threatened Species: Vertebrates (number),142
Mozambique,2020,Threatened Species: Vertebrates (number),153
Mozambique,2004,Threatened Species: Invertebrates (number),5
Mozambique,2010,Threatened Species: Invertebrates (number),59
Mozambique,2016,Threatened Species: Invertebrates (number),67
Mozambique,2017,Threatened Species: Invertebrates (number),67
Mozambique,2018,Threatened Species: Invertebrates (number),67
Mozambique,2019,Threatened Species: Invertebrates (number),65
Mozambique,2020,Threatened Species: Invertebrates (number),65
Mozambique,2004,Threatened Species: Plants (number),46
Mozambique,2010,Threatened Species: Plants (number),52
Mozambique,2016,Threatened Species: Plants (number),84
Mozambique,2017,Threatened Species: Plants (number),113
Mozambique,2018,Threatened Species: Plants (number),122
Mozambique,2019,Threatened Species: Plants (number),170
Mozambique,2020,Threatened Species: Plants (number),208
Mozambique,2004,Threatened Species: Total (number),115
Mozambique,2010,Threatened Species: Total (number),209
Mozambique,2016,Threatened Species: Total (number),278
Mozambique,2017,Threatened Species: Total (number),309
Mozambique,2018,Threatened Species: Total (number),321
Mozambique,2019,Threatened Species: Total (number),377
Mozambique,2020,Threatened Species: Total (number),426
Myanmar,2004,Threatened Species: Vertebrates (number),107
Myanmar,2010,Threatened Species: Vertebrates (number),143
Myanmar,2016,Threatened Species: Vertebrates (number),178
Myanmar,2017,Threatened Species: Vertebrates (number),183
Myanmar,2018,Threatened Species: Vertebrates (number),187
Myanmar,2019,Threatened Species: Vertebrates (number),197
Myanmar,2020,Threatened Species: Vertebrates (number),200
Myanmar,2004,Threatened Species: Invertebrates (number),2
Myanmar,2010,Threatened Species: Invertebrates (number),64
Myanmar,2016,Threatened Species: Invertebrates (number),77
Myanmar,2017,Threatened Species: Invertebrates (number),77
Myanmar,2018,Threatened Species: Invertebrates (number),77
Myanmar,2019,Threatened Species: Invertebrates (number),77
Myanmar,2020,Threatened Species: Invertebrates (number),77
Myanmar,2004,Threatened Species: Plants (number),38
Myanmar,2010,Threatened Species: Plants (number),42
Myanmar,2016,Threatened Species: Plants (number),61
Myanmar,2017,Threatened Species: Plants (number),61
Myanmar,2018,Threatened Species: Plants (number),61
Myanmar,2019,Threatened Species: Plants (number),63
Myanmar,2020,Threatened Species: Plants (number),80
Myanmar,2004,Threatened Species: Total (number),147
Myanmar,2010,Threatened Species: Total (number),249
Myanmar,2016,Threatened Species: Total (number),316
Myanmar,2017,Threatened Species: Total (number),321
Myanmar,2018,Threatened Species: Total (number),325
Myanmar,2019,Threatened Species: Total (number),337
Myanmar,2020,Threatened Species: Total (number),357
Namibia,2004,Threatened Species: Vertebrates (number),44
Namibia,2010,Threatened Species: Vertebrates (number),66
Namibia,2016,Threatened Species: Vertebrates (number),81
Namibia,2017,Threatened Species: Vertebrates (number),84
Namibia,2018,Threatened Species: Vertebrates (number),85
Namibia,2019,Threatened Species: Vertebrates (number),84
Namibia,2020,Threatened Species: Vertebrates (number),85
Namibia,2004,Threatened Species: Invertebrates (number),1
Namibia,2010,Threatened Species: Invertebrates (number),0
Namibia,2016,Threatened Species: Invertebrates (number),4
Namibia,2017,Threatened Species: Invertebrates (number),4
Namibia,2018,Threatened Species: Invertebrates (number),4
Namibia,2019,Threatened Species: Invertebrates (number),4
Namibia,2020,Threatened Species: Invertebrates (number),4
Namibia,2004,Threatened Species: Plants (number),24
